,event,key,color,team1,team2,team3,score,scorePredStd,scorePredRobust,scorePredHybrid,scorePredRobustHybrid,scorePredSplitFoul,scorePredRobustSplitFoul,scorePredHybridSplitFoul,scorePredRobHybSplitFoul,margin,marginPredStd,marginPredRobust,marginPredHybrid,marginPredRobustHybrid,marginPredSplitFoul,marginPredRobustSplitFoul,marginPredHybridSplitFoul,marginPredRobHybSplitFoul,auto,autoCell,teleop,endgame,foulsDrawn,opp1,opp2,opp3,oppScore,foulsMade,compLevel,matchNumber,alliance,allianceOpp,alliancePair,weight,weightPair
77,2020mabri,2020mabri_qf2m1,blue,126,6201,2079,116,101.68008486345565,91.85445184815003,94.17191359557216,86.21732047422361,87.949900587487,80.28160811808931,80.44172931960347,74.64447674416286,62,12.444960840800917,11.000534921516007,13.296758891470091,11.724293807093147,11.827448429164065,9.478898209258475,12.679246479833239,10.202657094835615,37,22,61,25,18,6324,121,97,54,-9,qf,1,5,4,54,0.25,0.5
78,2020mabri,2020mabri_qf3m1,blue,2262,8013,172,92,85.56895931830172,90.26579865587131,80.854009716485,82.65553877322719,88.42030043411906,94.56168050084976,83.7053508323023,86.95142061820563,-39,-44.33919074128468,-51.013867394930756,-57.84086554757258,-60.884247607668044,-49.82691197694656,-53.6185186864905,-63.32858678323446,-63.488898899227806,27,12,65,30,0,78,6329,6731,131,0,qf,1,7,2,72,0.5,0.5
79,2020mabri,2020mabri_qf4m1,blue,69,190,1922,91,119.80944256496582,124.33748982668799,116.58987941933802,118.62016400065204,118.76528721558115,122.08627984688545,115.54572406995331,116.36895402084954,1,13.258657032635867,12.672647440552964,3.425528392635499,1.7772813446030682,16.68428311248573,15.683985226758182,6.851154472485334,4.788619130808343,28,18,48,30,15,4564,5000,1786,90,0,qf,1,6,3,63,0.3333333333333333,0.3333333333333333
80,2020mabri,2020mabri_qf1m2,blue,4048,138,1768,92,93.1608605200548,98.90976631408881,90.85865523966082,95.51892098226833,94.63068429242156,101.4807242800668,92.32847901202754,98.08987894824628,-51,-55.134439638840405,-67.27285745033711,-72.38499995794594,-72.60606107319984,-61.511338042918936,-72.41762205354229,-78.76189836202454,-77.75082567640504,29,14,60,50,3,88,2168,3958,143,-18,qf,2,8,1,81,0.5,0.5
81,2020mabri,2020mabri_qf2m2,blue,126,6201,2079,84,101.68008486345565,91.85445184815003,94.17191359557216,86.21732047422361,87.949900587487,80.28160811808931,80.44172931960347,74.64447674416286,23,12.444960840800917,11.000534921516007,13.296758891470091,11.724293807093147,11.827448429164065,9.478898209258475,12.679246479833239,10.202657094835615,27,12,48,15,9,6324,121,97,61,0,qf,2,5,4,54,0.25,0.5
82,2020mabri,2020mabri_qf3m2,blue,2262,8013,172,103,85.56895931830172,90.26579865587131,80.854009716485,82.65553877322719,88.42030043411906,94.56168050084976,83.7053508323023,86.95142061820563,-44,-44.33919074128468,-51.013867394930756,-57.84086554757258,-60.884247607668044,-49.82691197694656,-53.6185186864905,-63.32858678323446,-63.488898899227806,23,8,80,65,0,78,6329,6731,147,0,qf,2,7,2,72,0.5,0.5
83,2020mabri,2020mabri_qf4m2,blue,69,190,1922,90,119.80944256496582,124.33748982668799,116.58987941933802,118.62016400065204,118.76528721558115,122.08627984688545,115.54572406995331,116.36895402084954,-38,13.258657032635867,12.672647440552964,3.425528392635499,1.7772813446030682,16.68428311248573,15.683985226758182,6.851154472485334,4.788619130808343,37,22,53,35,0,4564,5000,1786,128,0,qf,2,6,3,63,0.3333333333333333,0.3333333333333333
84,2020mabri,2020mabri_qf4m3,blue,69,190,1922,133,119.80944256496582,124.33748982668799,116.58987941933802,118.62016400065204,118.76528721558115,122.08627984688545,115.54572406995331,116.36895402084954,-28,13.258657032635867,12.672647440552964,3.425528392635499,1.7772813446030682,16.68428311248573,15.683985226758182,6.851154472485334,4.788619130808343,39,24,94,65,0,4564,5000,1786,161,-15,qf,3,6,3,63,0.3333333333333333,0.3333333333333333
85,2020mabri,2020mabri_sf1m1,blue,126,6201,2079,76,101.68008486345565,91.85445184815003,94.17191359557216,86.21732047422361,94.78142665004356,91.15627510847445,87.27325538216004,85.519143734548,-111,-46.615215295439555,-74.32817191627589,-69.07174160203459,-81.90766158124455,-52.081477803435405,-73.24557579003901,-74.5380041100305,-80.8250654550077,49,34,27,5,0,88,2168,3958,187,0,sf,1,5,1,51,0.25,0.5
86,2020mabri,2020mabri_sf2m1,blue,4564,5000,1786,99,106.55078553232995,111.66484238613502,113.16435102670252,116.84288265604897,103.73325510341984,109.12606736911658,110.34682059779239,114.30410763903052,-61,-23.35736452725645,-29.614823664667043,-25.530524237355053,-26.696903724846266,-30.773256660658475,-34.14606891931285,-32.94641637075706,-31.22814897949209,35,20,64,30,0,78,6329,6731,160,-15,sf,1,3,2,32,0.2,0.5
87,2020mabri,2020mabri_sf1m2,blue,126,6201,2079,94,101.68008486345565,91.85445184815003,94.17191359557216,86.21732047422361,94.78142665004356,91.15627510847445,87.27325538216004,85.519143734548,-220,-46.615215295439555,-74.32817191627589,-69.07174160203459,-81.90766158124455,-52.081477803435405,-73.24557579003901,-74.5380041100305,-80.8250654550077,27,12,64,45,3,88,2168,3958,314,-153,sf,2,5,1,51,0.25,0.5
88,2020mabri,2020mabri_sf2m2,blue,4564,5000,1786,128,106.55078553232995,111.66484238613502,113.16435102670252,116.84288265604897,103.73325510341984,109.12606736911658,110.34682059779239,114.30410763903052,-27,-23.35736452725645,-29.614823664667043,-25.530524237355053,-26.696903724846266,-30.773256660658475,-34.14606891931285,-32.94641637075706,-31.22814897949209,39,24,89,55,0,78,6329,6731,155,0,sf,2,3,2,32,0.2,0.5
89,2020mabri,2020mabri_f1m1,blue,78,6329,6731,155,129.9081500595864,141.27966605080206,138.69487526405757,143.53978638089524,138.57743500886977,150.20082970472012,147.3641602133409,152.4609500348133,-47,-18.387150099308798,-24.902957713623863,-24.548779933549184,-24.58519567457293,-11.471435028684368,-19.367299175050533,-17.63306486292481,-19.0495371359996,49,34,103,65,3,88,2168,3958,202,-15,f,1,2,1,21,0.16666666666666666,0.5
90,2020mabri,2020mabri_f1m2,blue,78,6329,6731,151,129.9081500595864,141.27966605080206,138.69487526405757,143.53978638089524,138.57743500886977,150.20082970472012,147.3641602133409,152.4609500348133,-32,-18.387150099308798,-24.902957713623863,-24.548779933549184,-24.58519567457293,-11.471435028684368,-19.367299175050533,-17.63306486292481,-19.0495371359996,43,28,108,50,0,88,2168,3958,183,-15,f,2,2,1,21,0.16666666666666666,0.5
76,2020mabri,2020mabri_qf1m1,red,88,2168,3958,196,148.2953001588952,166.18262376442593,163.24365519760676,168.12498205546817,156.1420223353405,173.89834633360908,171.09037737405208,175.84070462465132,107,55.134439638840405,67.27285745033711,72.38499995794594,72.60606107319984,61.511338042918936,72.41762205354229,78.76189836202454,77.75082567640504,47,32,119,40,30,4048,138,1768,89,-3,qf,1,1,8,18,0.16666666666666666,0.5
77,2020mabri,2020mabri_qf2m1,red,6324,121,97,54,89.23512402265473,80.85391692663403,80.87515470410207,74.49302666713047,76.12245215832293,70.80270990883083,67.76248283977023,64.44181964932724,-62,-12.444960840800917,-11.000534921516007,-13.296758891470091,-11.724293807093147,-11.827448429164065,-9.478898209258475,-12.679246479833239,-10.202657094835615,31,16,14,10,9,126,6201,2079,116,-18,qf,1,4,5,45,0.5,0.5
78,2020mabri,2020mabri_qf3m1,red,78,6329,6731,131,129.9081500595864,141.27966605080206,138.69487526405757,143.53978638089524,138.24721241106562,148.18019918734026,147.03393761553676,150.44031951743344,39,44.33919074128468,51.013867394930756,57.84086554757258,60.884247607668044,49.82691197694656,53.6185186864905,63.32858678323446,63.488898899227806,43,28,88,65,0,2262,8013,172,92,0,qf,1,2,7,27,0.16666666666666666,0.5
79,2020mabri,2020mabri_qf4m1,red,4564,5000,1786,90,106.55078553232995,111.66484238613502,113.16435102670252,116.84288265604897,102.08100410309542,106.40229462012726,108.69456959746798,111.5803348900412,-1,-13.258657032635867,-12.672647440552964,-3.425528392635499,-1.7772813446030682,-16.68428311248573,-15.683985226758182,-6.851154472485334,-4.788619130808343,31,16,59,50,0,69,190,1922,91,-15,qf,1,3,6,36,0.2,0.3333333333333333
80,2020mabri,2020mabri_qf1m2,red,88,2168,3958,143,148.2953001588952,166.18262376442593,163.24365519760676,168.12498205546817,156.1420223353405,173.89834633360908,171.09037737405208,175.84070462465132,51,55.134439638840405,67.27285745033711,72.38499995794594,72.60606107319984,61.511338042918936,72.41762205354229,78.76189836202454,77.75082567640504,59,44,66,30,18,4048,138,1768,92,-3,qf,2,1,8,18,0.16666666666666666,0.5
81,2020mabri,2020mabri_qf2m2,red,6324,121,97,61,89.23512402265473,80.85391692663403,80.87515470410207,74.49302666713047,76.12245215832293,70.80270990883083,67.76248283977023,64.44181964932724,-23,-12.444960840800917,-11.000534921516007,-13.296758891470091,-11.724293807093147,-11.827448429164065,-9.478898209258475,-12.679246479833239,-10.202657094835615,31,16,30,10,0,126,6201,2079,84,-9,qf,2,4,5,45,0.5,0.5
82,2020mabri,2020mabri_qf3m2,red,78,6329,6731,147,129.9081500595864,141.27966605080206,138.69487526405757,143.53978638089524,138.24721241106562,148.18019918734026,147.03393761553676,150.44031951743344,44,44.33919074128468,51.013867394930756,57.84086554757258,60.884247607668044,49.82691197694656,53.6185186864905,63.32858678323446,63.488898899227806,49,34,98,70,0,2262,8013,172,103,0,qf,2,2,7,27,0.16666666666666666,0.5
83,2020mabri,2020mabri_qf4m2,red,4564,5000,1786,128,106.55078553232995,111.66484238613502,113.16435102670252,116.84288265604897,102.08100410309542,106.40229462012726,108.69456959746798,111.5803348900412,38,-13.258657032635867,-12.672647440552964,-3.425528392635499,-1.7772813446030682,-16.68428311248573,-15.683985226758182,-6.851154472485334,-4.788619130808343,33,18,95,70,0,69,190,1922,90,0,qf,2,3,6,36,0.2,0.3333333333333333
84,2020mabri,2020mabri_qf4m3,red,4564,5000,1786,161,106.55078553232995,111.66484238613502,113.16435102670252,116.84288265604897,102.08100410309542,106.40229462012726,108.69456959746798,111.5803348900412,28,-13.258657032635867,-12.672647440552964,-3.425528392635499,-1.7772813446030682,-16.68428311248573,-15.683985226758182,-6.851154472485334,-4.788619130808343,49,34,97,75,15,69,190,1922,133,0,qf,3,3,6,36,0.2,0.3333333333333333
85,2020mabri,2020mabri_sf1m1,red,88,2168,3958,187,148.2953001588952,166.18262376442593,163.24365519760676,168.12498205546817,146.86290445347896,164.40185089851346,161.81125949219054,166.3442091895557,111,46.615215295439555,74.32817191627589,69.07174160203459,81.90766158124455,52.081477803435405,73.24557579003901,74.5380041100305,80.8250654550077,75,60,112,65,0,126,6201,2079,76,0,sf,1,1,5,15,0.16666666666666666,0.5
86,2020mabri,2020mabri_sf2m1,red,78,6329,6731,160,129.9081500595864,141.27966605080206,138.69487526405757,143.53978638089524,134.5065117640783,143.27213628842944,143.29323696854945,145.5322566185226,61,23.35736452725645,29.614823664667043,25.530524237355053,26.696903724846266,30.773256660658475,34.14606891931285,32.94641637075706,31.22814897949209,49,34,96,50,15,4564,5000,1786,99,0,sf,1,2,3,23,0.16666666666666666,0.5
87,2020mabri,2020mabri_sf1m2,red,88,2168,3958,314,148.2953001588952,166.18262376442593,163.24365519760676,168.12498205546817,146.86290445347896,164.40185089851346,161.81125949219054,166.3442091895557,220,46.615215295439555,74.32817191627589,69.07174160203459,81.90766158124455,52.081477803435405,73.24557579003901,74.5380041100305,80.8250654550077,59,44,102,45,153,126,6201,2079,94,-3,sf,2,1,5,15,0.16666666666666666,0.5
88,2020mabri,2020mabri_sf2m2,red,78,6329,6731,155,129.9081500595864,141.27966605080206,138.69487526405757,143.53978638089524,134.5065117640783,143.27213628842944,143.29323696854945,145.5322566185226,27,23.35736452725645,29.614823664667043,25.530524237355053,26.696903724846266,30.773256660658475,34.14606891931285,32.94641637075706,31.22814897949209,53,38,102,65,0,4564,5000,1786,128,0,sf,2,2,3,23,0.16666666666666666,0.5
89,2020mabri,2020mabri_f1m1,red,88,2168,3958,202,148.2953001588952,166.18262376442593,163.24365519760676,168.12498205546817,150.04887003755414,169.56812887977065,164.99722507626572,171.5104871708129,47,18.387150099308798,24.902957713623863,24.548779933549184,24.58519567457293,11.471435028684368,19.367299175050533,17.63306486292481,19.0495371359996,57,42,130,65,15,78,6329,6731,155,-3,f,1,1,2,12,0.16666666666666666,0.5
90,2020mabri,2020mabri_f1m2,red,88,2168,3958,183,148.2953001588952,166.18262376442593,163.24365519760676,168.12498205546817,150.04887003755414,169.56812887977065,164.99722507626572,171.5104871708129,32,18.387150099308798,24.902957713623863,24.548779933549184,24.58519567457293,11.471435028684368,19.367299175050533,17.63306486292481,19.0495371359996,71,56,97,50,15,78,6329,6731,151,0,f,2,1,2,12,0.16666666666666666,0.5
70,2020mdbet,2020mdbet_qf1m1,blue,7770,4456,4242,105,92.59918763328022,87.16785189279906,97.9396913600331,93.61126541557697,80.0442408146742,78.72104444062337,85.3847445414271,85.16445796340129,-25,-13.221457558065254,-19.558723143324585,-12.002828738065034,-17.05322261662782,-0.842110067197126,-2.5338104585317325,0.37651875280307934,-0.02830993183498265,36,26,69,65,0,888,2421,7886,130,0,qf,1,8,1,81,0.5,0.5
71,2020mdbet,2020mdbet_qf2m1,blue,2537,2180,5115,108,73.15102556489973,74.55238990773125,77.34778562665693,78.46458305347376,64.76999034703414,65.07616360197692,68.96675040879134,68.98835674771942,6,-1.245280079376002,-0.8688203237632308,-9.994998025475297,-9.69498376543001,-22.65727254069776,-22.556778548876906,-31.406990486797085,-31.3829419905437,40,30,68,50,0,5338,5945,2914,102,-15,qf,1,5,4,54,0.3333333333333333,0.3333333333333333
72,2020mdbet,2020mdbet_qf3m1,blue,2912,611,3793,142,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,82.45361519880231,81.1076276165137,74.73116177466909,74.50399901330019,16,-24.761649017287255,-31.322455387626235,-28.047281711644814,-33.275823246698664,-31.047174087180608,-32.79854753916119,-34.332806781538096,-34.75191539823365,33,18,94,75,15,449,1885,8217,126,-15,qf,1,7,2,72,0.125,0.3333333333333333
73,2020mdbet,2020mdbet_qf4m1,blue,8230,4514,5841,124,65.61952496101875,67.31008935487266,63.08620910213468,64.43348040569118,64.80158272399761,65.39621253099669,62.26826686511357,62.51960358181522,7,-44.32202087770335,-35.81987939224203,-52.37104155667698,-45.59538055033906,-39.50736286889865,-37.23776001185688,-47.55638354787231,-47.01326116995391,27,12,82,70,15,2534,1389,6584,117,-15,qf,1,6,3,63,0.25,0.5
74,2020mdbet,2020mdbet_qf1m2,blue,7770,4456,4242,86,92.59918763328022,87.16785189279906,97.9396913600331,93.61126541557697,80.0442408146742,78.72104444062337,85.3847445414271,85.16445796340129,-36,-13.221457558065254,-19.558723143324585,-12.002828738065034,-17.05322261662782,-0.842110067197126,-2.5338104585317325,0.37651875280307934,-0.02830993183498265,43,28,43,30,0,888,2421,7886,122,-33,qf,2,8,1,81,0.5,0.5
75,2020mdbet,2020mdbet_qf2m2,blue,2537,2180,5115,114,73.15102556489973,74.55238990773125,77.34778562665693,78.46458305347376,64.76999034703414,65.07616360197692,68.96675040879134,68.98835674771942,-4,-1.245280079376002,-0.8688203237632308,-9.994998025475297,-9.69498376543001,-22.65727254069776,-22.556778548876906,-31.406990486797085,-31.3829419905437,28,18,71,45,15,5338,5945,2914,118,-30,qf,2,5,4,54,0.3333333333333333,0.3333333333333333
76,2020mdbet,2020mdbet_qf3m2,blue,2912,611,3793,115,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,82.45361519880231,81.1076276165137,74.73116177466909,74.50399901330019,-12,-24.761649017287255,-31.322455387626235,-28.047281711644814,-33.275823246698664,-31.047174087180608,-32.79854753916119,-34.332806781538096,-34.75191539823365,33,18,67,55,15,449,1885,8217,127,-45,qf,2,7,2,72,0.125,0.3333333333333333
77,2020mdbet,2020mdbet_qf4m2,blue,8230,4514,5841,58,65.61952496101875,67.31008935487266,63.08620910213468,64.43348040569118,64.80158272399761,65.39621253099669,62.26826686511357,62.51960358181522,58,-44.32202087770335,-35.81987939224203,-52.37104155667698,-45.59538055033906,-39.50736286889865,-37.23776001185688,-47.55638354787231,-47.01326116995391,19,4,6,0,33,2534,1389,6584,0,-3,qf,2,6,3,63,0.25,0.5
78,2020mdbet,2020mdbet_qf2m3,blue,2537,2180,5115,101,73.15102556489973,74.55238990773125,77.34778562665693,78.46458305347376,64.76999034703414,65.07616360197692,68.96675040879134,68.98835674771942,-22,-1.245280079376002,-0.8688203237632308,-9.994998025475297,-9.69498376543001,-22.65727254069776,-22.556778548876906,-31.406990486797085,-31.3829419905437,33,18,68,45,0,5338,5945,2914,123,0,qf,3,5,4,54,0.3333333333333333,0.3333333333333333
79,2020mdbet,2020mdbet_qf3m3,blue,2912,611,3793,141,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,82.45361519880231,81.1076276165137,74.73116177466909,74.50399901330019,51,-24.761649017287255,-31.322455387626235,-28.047281711644814,-33.275823246698664,-31.047174087180608,-32.79854753916119,-34.332806781538096,-34.75191539823365,39,24,102,90,0,449,1885,8217,90,-15,qf,3,7,2,72,0.125,0.3333333333333333
80,2020mdbet,2020mdbet_sf1m1,blue,5338,5945,2914,80,74.39630564427573,75.42121023149448,87.34278365213223,88.15956681890377,69.61342934278636,69.83297632138992,82.55990735064289,82.57133290879922,-44,-31.42433954706975,-31.305364804629164,-22.599736445965902,-22.504921213301017,-16.277556627303767,-16.24579693289961,-7.452953526199934,-7.445353341571476,51,36,26,15,3,888,2421,7886,124,-3,sf,1,4,1,41,0.2,0.5
81,2020mdbet,2020mdbet_sf2m1,blue,8230,4514,5841,112,65.61952496101875,67.31008935487266,63.08620910213468,64.43348040569118,76.81159118384718,77.3697804095531,74.27827532496316,74.49317146037164,-38,-30.20297806972812,-23.00270358072443,-25.013840504478942,-19.27568392669238,-16.440018133007214,-14.517941962000947,-11.250880567758017,-10.790922307968899,31,16,66,55,15,2912,611,3793,150,-15,sf,1,6,7,67,0.25,0.5
82,2020mdbet,2020mdbet_sf1m2,blue,5338,5945,2914,70,74.39630564427573,75.42121023149448,87.34278365213223,88.15956681890377,69.61342934278636,69.83297632138992,82.55990735064289,82.57133290879922,-77,-31.42433954706975,-31.305364804629164,-22.599736445965902,-22.504921213301017,-16.277556627303767,-16.24579693289961,-7.452953526199934,-7.445353341571476,31,16,39,30,0,888,2421,7886,147,-15,sf,2,4,1,41,0.2,0.5
83,2020mdbet,2020mdbet_sf2m2,blue,8230,4514,5841,49,65.61952496101875,67.31008935487266,63.08620910213468,64.43348040569118,76.81159118384718,77.3697804095531,74.27827532496316,74.49317146037164,-104,-30.20297806972812,-23.00270358072443,-25.013840504478942,-19.27568392669238,-16.440018133007214,-14.517941962000947,-11.250880567758017,-10.790922307968899,31,16,18,5,0,2912,611,3793,153,-15,sf,2,6,7,67,0.25,0.5
84,2020mdbet,2020mdbet_f1m1,blue,2912,611,3793,105,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,80.2239803493463,78.88205612308631,72.50152692521308,72.2784275198728,2,-9.998142160598604,-16.41378210052656,-21.842470491484505,-26.95532369982122,-21.97330685778229,-23.68592887922385,-33.817635188668206,-34.227470478518526,41,26,49,35,15,888,2421,7886,103,-15,f,1,7,1,71,0.125,0.3333333333333333
85,2020mdbet,2020mdbet_f1m2,blue,2912,611,3793,100,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,80.2239803493463,78.88205612308631,72.50152692521308,72.2784275198728,-31,-9.998142160598604,-16.41378210052656,-21.842470491484505,-26.95532369982122,-21.97330685778229,-23.68592887922385,-33.817635188668206,-34.227470478518526,33,18,67,55,0,888,2421,7886,131,0,f,2,7,1,71,0.125,0.3333333333333333
86,2020mdbet,2020mdbet_f1m3,blue,2912,611,3793,92,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,80.2239803493463,78.88205612308631,72.50152692521308,72.2784275198728,-59,-9.998142160598604,-16.41378210052656,-21.842470491484505,-26.95532369982122,-21.97330685778229,-23.68592887922385,-33.817635188668206,-34.227470478518526,33,18,59,55,0,888,2421,7886,151,-18,f,3,7,1,71,0.125,0.3333333333333333
70,2020mdbet,2020mdbet_qf1m1,red,888,2421,7886,130,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,80.88635088187132,81.2548548991551,85.00822578862402,85.19276789523627,25,13.221457558065254,19.558723143324585,12.002828738065034,17.05322261662782,0.842110067197126,2.5338104585317325,-0.37651875280307934,0.02830993183498265,43,28,87,65,0,7770,4456,4242,105,0,qf,1,1,8,18,0.14285714285714285,0.5
71,2020mdbet,2020mdbet_qf2m1,red,5338,5945,2914,102,74.39630564427573,75.42121023149448,87.34278365213223,88.15956681890377,87.4272628877319,87.63294215085382,100.37374089558843,100.37129873826312,-6,1.245280079376002,0.8688203237632308,9.994998025475297,9.69498376543001,22.65727254069776,22.556778548876906,31.406990486797085,31.3829419905437,35,20,52,35,15,2537,2180,5115,108,0,qf,1,4,5,45,0.2,0.3333333333333333
72,2020mdbet,2020mdbet_qf3m1,red,449,1885,8217,126,120.58415204803413,121.63524832322332,116.14733131825844,116.98498757908223,113.50078928598292,113.90617515567489,109.06396855620719,109.25591441153384,-16,24.761649017287255,31.322455387626235,28.047281711644814,33.275823246698664,31.047174087180608,32.79854753916119,34.332806781538096,34.75191539823365,48,38,63,30,15,2912,611,3793,142,-15,qf,1,2,7,27,0.3333333333333333,0.3333333333333333
73,2020mdbet,2020mdbet_qf4m1,red,2534,1389,6584,117,109.9415458387221,103.12996874711469,115.45725065881166,110.02886095603024,104.30894559289626,102.63397254285357,109.82465041298587,109.53286475176913,-7,44.32202087770335,35.81987939224203,52.37104155667698,45.59538055033906,39.50736286889865,37.23776001185688,47.55638354787231,47.01326116995391,33,18,69,50,15,8230,4514,5841,124,-15,qf,1,3,6,36,0.5,0.5
74,2020mdbet,2020mdbet_qf1m2,red,888,2421,7886,122,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,80.88635088187132,81.2548548991551,85.00822578862402,85.19276789523627,36,13.221457558065254,19.558723143324585,12.002828738065034,17.05322261662782,0.842110067197126,2.5338104585317325,-0.37651875280307934,0.02830993183498265,45,30,44,30,33,7770,4456,4242,86,0,qf,2,1,8,18,0.14285714285714285,0.5
75,2020mdbet,2020mdbet_qf2m2,red,5338,5945,2914,118,74.39630564427573,75.42121023149448,87.34278365213223,88.15956681890377,87.4272628877319,87.63294215085382,100.37374089558843,100.37129873826312,4,1.245280079376002,0.8688203237632308,9.994998025475297,9.69498376543001,22.65727254069776,22.556778548876906,31.406990486797085,31.3829419905437,45,30,43,30,30,2537,2180,5115,114,-15,qf,2,4,5,45,0.2,0.3333333333333333
76,2020mdbet,2020mdbet_qf3m2,red,449,1885,8217,127,120.58415204803413,121.63524832322332,116.14733131825844,116.98498757908223,113.50078928598292,113.90617515567489,109.06396855620719,109.25591441153384,12,24.761649017287255,31.322455387626235,28.047281711644814,33.275823246698664,31.047174087180608,32.79854753916119,34.332806781538096,34.75191539823365,48,38,34,30,45,2912,611,3793,115,-15,qf,2,2,7,27,0.3333333333333333,0.3333333333333333
77,2020mdbet,2020mdbet_qf4m2,red,2534,1389,6584,0,109.9415458387221,103.12996874711469,115.45725065881166,110.02886095603024,104.30894559289626,102.63397254285357,109.82465041298587,109.53286475176913,-58,44.32202087770335,35.81987939224203,52.37104155667698,45.59538055033906,39.50736286889865,37.23776001185688,47.55638354787231,47.01326116995391,29,14,66,40,3,8230,4514,5841,58,-33,qf,2,3,6,36,0.5,0.5
78,2020mdbet,2020mdbet_qf2m3,red,5338,5945,2914,123,74.39630564427573,75.42121023149448,87.34278365213223,88.15956681890377,87.4272628877319,87.63294215085382,100.37374089558843,100.37129873826312,22,1.245280079376002,0.8688203237632308,9.994998025475297,9.69498376543001,22.65727254069776,22.556778548876906,31.406990486797085,31.3829419905437,35,20,88,65,0,2537,2180,5115,101,0,qf,3,4,5,45,0.2,0.3333333333333333
79,2020mdbet,2020mdbet_qf3m3,red,449,1885,8217,90,120.58415204803413,121.63524832322332,116.14733131825844,116.98498757908223,113.50078928598292,113.90617515567489,109.06396855620719,109.25591441153384,-51,24.761649017287255,31.322455387626235,28.047281711644814,33.275823246698664,31.047174087180608,32.79854753916119,34.332806781538096,34.75191539823365,51,36,24,15,15,2912,611,3793,141,0,qf,3,2,7,27,0.3333333333333333,0.3333333333333333
80,2020mdbet,2020mdbet_sf1m1,red,888,2421,7886,124,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,85.89098597009013,86.07877325428953,90.01286087684282,90.0166862503707,44,31.42433954706975,31.305364804629164,22.599736445965902,22.504921213301017,16.277556627303767,16.24579693289961,7.452953526199934,7.445353341571476,39,24,82,55,3,5338,5945,2914,80,-3,sf,1,1,4,14,0.14285714285714285,0.5
81,2020mdbet,2020mdbet_sf2m1,red,2912,611,3793,150,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,93.2516093168544,91.88772237155405,85.52915589272118,85.28409376834054,38,30.20297806972812,23.00270358072443,25.013840504478942,19.27568392669238,16.440018133007214,14.517941962000947,11.250880567758017,10.790922307968899,28,18,107,90,15,8230,4514,5841,112,-15,sf,1,7,6,76,0.125,0.5
82,2020mdbet,2020mdbet_sf1m2,red,888,2421,7886,147,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,85.89098597009013,86.07877325428953,90.01286087684282,90.0166862503707,77,31.42433954706975,31.305364804629164,22.599736445965902,22.504921213301017,16.277556627303767,16.24579693289961,7.452953526199934,7.445353341571476,55,40,77,55,15,5338,5945,2914,70,0,sf,2,1,4,14,0.14285714285714285,0.5
83,2020mdbet,2020mdbet_sf2m2,red,2912,611,3793,153,95.82250303074687,90.31279293559709,88.10004960661362,83.70916433238357,93.2516093168544,91.88772237155405,85.52915589272118,85.28409376834054,104,30.20297806972812,23.00270358072443,25.013840504478942,19.27568392669238,16.440018133007214,14.517941962000947,11.250880567758017,10.790922307968899,33,18,105,90,15,8230,4514,5841,49,0,sf,2,7,6,76,0.125,0.5
84,2020mdbet,2020mdbet_f1m1,red,888,2421,7886,103,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,102.1972872071286,102.56798500231017,106.31916211388129,106.50589799839133,-2,9.998142160598604,16.41378210052656,21.842470491484505,26.95532369982122,21.97330685778229,23.68592887922385,33.817635188668206,34.227470478518526,47,32,41,10,15,2912,611,3793,105,-15,f,1,1,7,17,0.14285714285714285,0.3333333333333333
85,2020mdbet,2020mdbet_f1m2,red,888,2421,7886,131,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,102.1972872071286,102.56798500231017,106.31916211388129,106.50589799839133,31,9.998142160598604,16.41378210052656,21.842470491484505,26.95532369982122,21.97330685778229,23.68592887922385,33.817635188668206,34.227470478518526,45,30,86,65,0,2912,611,3793,100,0,f,2,1,7,17,0.14285714285714285,0.3333333333333333
86,2020mdbet,2020mdbet_f1m3,red,888,2421,7886,151,105.82064519134548,106.72657503612365,109.94252009809813,110.66448803220479,102.1972872071286,102.56798500231017,106.31916211388129,106.50589799839133,59,9.998142160598604,16.41378210052656,21.842470491484505,26.95532369982122,21.97330685778229,23.68592887922385,33.817635188668206,34.227470478518526,45,30,88,65,18,2912,611,3793,92,0,f,3,1,7,17,0.14285714285714285,0.3333333333333333
78,2020mijac,2020mijac_qf1m1,blue,5559,8373,3773,53,93.88941187914,96.85052844685487,80.83232502472063,83.1894035144327,94.07771189982272,95.05820215407445,81.02062504540336,81.39707722165228,-123,-61.15238373387237,-71.48066383381916,-78.98991784938067,-86.0943781121991,-78.28170411320444,-86.31918494319032,-96.1192382287127,-100.93289922157028,27,12,20,10,6,862,1023,6591,176,-3,qf,1,8,1,81,0.5,0.5
